player_id,player_name,num_periods,total_distance_avg,total_distance_std,total_distance_n,high_speed_distance_avg,high_speed_distance_std,high_speed_distance_n,percentage_max_velocity_avg,percentage_max_velocity_std,percentage_max_velocity_n,player_load_per_minute_avg,player_load_per_minute_std,player_load_per_minute_n,gen2_acceleration_band7plus_total_effort_count_avg,gen2_acceleration_band7plus_total_effort_count_std,gen2_acceleration_band7plus_total_effort_count_n,gen2_acceleration_band2plus_total_effort_count_avg,gen2_acceleration_band2plus_total_effort_count_std,gen2_acceleration_band2plus_total_effort_count_n,high_intensity_efforts_avg,high_intensity_efforts_std,high_intensity_efforts_n
0353a909-21c6-473e-99da-19679a3cf628,Malia Yamamoto,5,5426.616093999999,2397.56826913749,5,253.83423900000003,137.215063617415,5,71.14224404761906,23.929733183497596,5,6.963872095238097,2.6391118135183897,5,46.57142857142857,23.906227426144987,5,40.56666666666667,21.12807505561156,5,87.13809523809525,44.92023012886212,5
0aec5995-2a78-4a4d-a401-f8a68c967653,Tessa Ferguson,5,5106.996249880953,1002.7701612469863,5,212.2657375714286,80.15978862685259,5,77.09753828571428,6.709319462737428,5,5.777595619047619,1.211353750979264,5,36.55952380952381,8.904067963793564,5,37.885714285714286,8.972790817615742,5,74.4452380952381,17.60648136173276,5
16bef5df-a172-430c-ae67-35ee189d6fc1,Abigail Kiil,5,5866.370898904762,1147.5785027340075,5,424.50623895238107,120.36490909059025,5,83.99302542857143,3.6435230796909033,5,8.101733714285714,0.8709880619303483,5,41.86666666666666,5.795975615315625,5,39.476190476190474,10.557659415590225,5,81.34285714285714,15.385843244216447,5
1a3947b4-a10c-4e4f-a893-a56d18388c5f,Keira Martin,5,4896.652843266666,365.8505757685394,5,101.10253366666664,30.900152136473412,5,82.37505886666666,6.480114184915897,5,6.1947654,0.5999403490838585,5,18.206666666666667,2.2914721129536884,5,22.226666666666667,4.394309451501516,5,40.43333333333333,6.172159715655093,5
1b51cb5a-fc1c-4878-837e-3e927a76b5f8,Katherine Jordan,5,5453.425800857143,2211.482833909522,5,174.91599928571426,83.93921433340161,5,72.34700119047619,11.510407283150702,5,6.230091047619048,1.6919433580299585,5,27.53333333333334,12.614541873039492,5,36.55714285714286,18.865826523925186,5,64.0904761904762,30.78704707460097,5
290da6ba-4e58-4e4e-bed7-cafe0913ddac,Eva Wirtz,5,4749.46935847619,1193.62630644489,5,204.81823876190475,35.56212004012801,5,83.57541333333333,4.495987117649965,5,7.612792238095238,0.9126765556995144,5,29.076190476190476,7.572467733420602,5,27.438095238095237,10.609344274791118,5,56.51428571428571,17.799568136624558,5
3cbc6e0a-ed0d-4379-9c7b-5de4daa5a1c3,Leah O'Brien,5,5611.256484095238,766.9224084142013,5,276.0894303333333,34.60314682151168,5,81.98451466666667,3.461542269113484,5,8.448022,1.0687963631827475,5,44.93333333333334,10.380323266214358,5,36.08095238095238,11.095366849855838,5,81.0142857142857,21.329483070917643,5
3df8d922-c8db-412b-ad26-9000d1acc3f4,Lauren Hunter,5,4914.520127333332,339.4543554483451,5,226.2145041904762,90.36462767325818,5,79.26835736190475,2.783052121906918,5,7.430188771428571,0.8885576755147614,5,38.38285714285714,3.449679205566104,5,31.843809523809522,3.027880124755044,5,70.22666666666666,6.401992745318532,5
46285b48-c649-4561-be16-ced9260c2f0e,Lia Henkelmann,5,6451.974774238095,599.705204885269,5,288.90395338095243,39.161033539392065,5,87.01444909523809,1.9540601482802564,5,10.271230571428571,0.9196973085588288,5,44.523809523809526,2.0867794627312906,5,50.82857142857143,5.309030513065654,5,95.35238095238095,6.768263274659315,5
57503d87-8d33-4451-b8a0-1717255a9010,Kennedy Schoennauer,5,6097.214361647619,795.7438732724422,5,302.9862624095238,61.34818846821287,5,83.60316135714285,3.695540566003777,5,7.261525376190475,0.7332253736401196,5,50.751428571428576,7.054628689097896,5,48.128571428571426,7.506786045618583,5,98.88,14.193028022393401,5
